"Vármegye, főváros",OEVK sorszáma,Székhelye,Külképviselet neve,Választópolgárok száma
PEST,04,Vác,Montreal,2
PEST,04,Vác,Moszkva,1
PEST,04,Vác,München,64
PEST,04,Vác,New York,3
PEST,04,Vác,Nicosia,2
PEST,04,Vác,Nürnberg,13
PEST,04,Vác,Oslo,14
PEST,04,Vác,Párizs,7
PEST,04,Vác,Podgorica,1
PEST,04,Vác,Prága,6
PEST,04,Vác,Pretoria,1
PEST,04,Vác,Pristina,1
PEST,04,Vác,Róma,9
PEST,04,Vác,Santiago de Chile,1
PEST,04,Vác,Stockholm,8
PEST,04,Vác,Stuttgart,29
PEST,04,Vác,Sydney,4
PEST,04,Vác,Szarajevó,1
PEST,04,Vác,Szingapúr,2
PEST,04,Vác,Szöul,2
PEST,04,Vác,Teherán,2
PEST,04,Vác,Tel-Aviv,1
PEST,04,Vác,Toronto,4
PEST,04,Vác,Tunisz,2
PEST,04,Vác,Ungvár,1
PEST,04,Vác,Valletta,4
PEST,04,Vác,Vancouver,3
PEST,04,Vác,Varsó,2
PEST,04,Vác,Washington,8
PEST,04,Vác,Wellington,1
PEST,04,Vác,Wroclaw,3
PEST,05,Dunakeszi,Abu Dhabi,2
PEST,05,Dunakeszi,Accra,2
PEST,05,Dunakeszi,Addisz-Abeba,1
PEST,05,Dunakeszi,Algír,1
PEST,05,Dunakeszi,Almati,3
PEST,05,Dunakeszi,Ankara,3
PEST,05,Dunakeszi,Athén,4
PEST,05,Dunakeszi,Barcelona,14
PEST,05,Dunakeszi,Bécs,25
PEST,05,Dunakeszi,Belgrád,4
PEST,05,Dunakeszi,Beregszász,4
PEST,05,Dunakeszi,Berlin,27
PEST,05,Dunakeszi,Bern,55
PEST,05,Dunakeszi,Brüsszel,23
PEST,05,Dunakeszi,Buenos Aires,1
PEST,05,Dunakeszi,Bukarest,6
PEST,05,Dunakeszi,Canberra,1
PEST,05,Dunakeszi,Csíkszereda,45
PEST,05,Dunakeszi,Doha,3
PEST,05,Dunakeszi,Dublin,18
PEST,05,Dunakeszi,Düsseldorf,40
PEST,05,Dunakeszi,Edinburgh,34
PEST,05,Dunakeszi,Erbil,1
PEST,05,Dunakeszi,Gdansk,3
PEST,05,Dunakeszi,Genf,2
PEST,05,Dunakeszi,Hága,67
PEST,05,Dunakeszi,Hanoi,1
PEST,05,Dunakeszi,Helsinki,8
PEST,05,Dunakeszi,Ho Si Minh-város,1
PEST,05,Dunakeszi,Houston,3
PEST,05,Dunakeszi,Innsbruck,5
PEST,05,Dunakeszi,Isztambul,3
PEST,05,Dunakeszi,Kassa,2
PEST,05,Dunakeszi,Kolozsvár,13
PEST,05,Dunakeszi,Koppenhága,47
PEST,05,Dunakeszi,Krakkó,6
PEST,05,Dunakeszi,Kuala Lumpur,3
PEST,05,Dunakeszi,Lima,2
PEST,05,Dunakeszi,Lisszabon,8
PEST,05,Dunakeszi,Ljubljana,7
PEST,05,Dunakeszi,London,125
PEST,05,Dunakeszi,Los Angeles,2
PEST,05,Dunakeszi,Luxembourg,20
PEST,05,Dunakeszi,Lyon,11
PEST,05,Dunakeszi,Madrid,7
PEST,05,Dunakeszi,Malaga,13
PEST,05,Dunakeszi,Manchester,21
PEST,05,Dunakeszi,Melbourne,8
PEST,05,Dunakeszi,Mexikóváros,1
PEST,05,Dunakeszi,Miami,9
PEST,05,Dunakeszi,Milánó,15
PEST,05,Dunakeszi,Minszk,1
PEST,05,Dunakeszi,Montreal,1
PEST,05,Dunakeszi,Moszkva,7
PEST,05,Dunakeszi,München,57
PEST,05,Dunakeszi,Nairobi,2
PEST,05,Dunakeszi,New York,13
PEST,05,Dunakeszi,Nürnberg,27
PEST,05,Dunakeszi,Oslo,5
PEST,05,Dunakeszi,Párizs,18
PEST,05,Dunakeszi,Peking,1
PEST,05,Dunakeszi,Pozsony,3
PEST,05,Dunakeszi,Prága,9
PEST,05,Dunakeszi,Pretoria,1
PEST,05,Dunakeszi,Pristina,2
PEST,05,Dunakeszi,Ramallah,1
PEST,05,Dunakeszi,Riga,1
PEST,05,Dunakeszi,Rijád,1
PEST,05,Dunakeszi,Róma,8
PEST,05,Dunakeszi,San Francisco,5
PEST,05,Dunakeszi,Sanghaj,2
PEST,05,Dunakeszi,Sao Paulo,1
PEST,05,Dunakeszi,Stockholm,18
PEST,05,Dunakeszi,Strasbourg,1
PEST,05,Dunakeszi,Stuttgart,47
PEST,05,Dunakeszi,Sydney,3
PEST,05,Dunakeszi,Szabadka,8
PEST,05,Dunakeszi,Szentpétervár,2
PEST,05,Dunakeszi,Szingapúr,3
PEST,05,Dunakeszi,Szkopje,1
PEST,05,Dunakeszi,Szófia,5
PEST,05,Dunakeszi,Tallinn,3
PEST,05,Dunakeszi,Tel-Aviv,2
PEST,05,Dunakeszi,Tokió,6
PEST,05,Dunakeszi,Toronto,11
PEST,05,Dunakeszi,Tunisz,2
PEST,05,Dunakeszi,Valletta,12
PEST,05,Dunakeszi,Vancouver,4
PEST,05,Dunakeszi,Varsó,11
PEST,05,Dunakeszi,Vilnius,1
PEST,05,Dunakeszi,Washington,5
PEST,05,Dunakeszi,Zágráb,3
PEST,06,Gödöllő,Abu Dhabi,4
PEST,06,Gödöllő,Algír,1
PEST,06,Gödöllő,Ankara,2
PEST,06,Gödöllő,Athén,7
PEST,06,Gödöllő,Bangkok,2
PEST,06,Gödöllő,Barcelona,12
PEST,06,Gödöllő,Bécs,25
PEST,06,Gödöllő,Belgrád,3
PEST,06,Gödöllő,Beregszász,2
PEST,06,Gödöllő,Berlin,22
PEST,06,Gödöllő,Bern,44
PEST,06,Gödöllő,Brüsszel,23
PEST,06,Gödöllő,Bukarest,5
PEST,06,Gödöllő,Chicago,4
PEST,06,Gödöllő,Chisinau,1
PEST,06,Gödöllő,Csíkszereda,31
PEST,06,Gödöllő,Doha,2
PEST,06,Gödöllő,Dublin,13
PEST,06,Gödöllő,Düsseldorf,24
PEST,06,Gödöllő,Edinburgh,13
PEST,06,Gödöllő,Erbil,2
PEST,06,Gödöllő,Genf,5
PEST,06,Gödöllő,Hága,47
PEST,06,Gödöllő,Helsinki,7
PEST,06,Gödöllő,Houston,4
PEST,06,Gödöllő,Innsbruck,6
PEST,06,Gödöllő,Iszlámábád,2
PEST,06,Gödöllő,Isztambul,2
PEST,06,Gödöllő,Kolozsvár,19
PEST,06,Gödöllő,Koppenhága,22
PEST,06,Gödöllő,Krakkó,4
PEST,06,Gödöllő,Lisszabon,10
PEST,06,Gödöllő,Ljubljana,1
PEST,06,Gödöllő,London,104
PEST,06,Gödöllő,Luxembourg,8
PEST,06,Gödöllő,Lyon,3
PEST,06,Gödöllő,Madrid,6
PEST,06,Gödöllő,Malaga,6
PEST,06,Gödöllő,Manchester,18
PEST,06,Gödöllő,Melbourne,2
PEST,06,Gödöllő,Mexikóváros,1
PEST,06,Gödöllő,Miami,3
PEST,06,Gödöllő,Milánó,8
PEST,06,Gödöllő,Minszk,2
PEST,06,Gödöllő,Montreal,1
PEST,06,Gödöllő,Moszkva,1
PEST,06,Gödöllő,Mumbai,1
PEST,06,Gödöllő,München,57
PEST,06,Gödöllő,Nairobi,1
PEST,06,Gödöllő,New York,7
PEST,06,Gödöllő,Nicosia,4
PEST,06,Gödöllő,Nürnberg,13
PEST,06,Gödöllő,Oslo,10
PEST,06,Gödöllő,Panamaváros,1
PEST,06,Gödöllő,Párizs,26
PEST,06,Gödöllő,Pozsony,1
PEST,06,Gödöllő,Prága,9
PEST,06,Gödöllő,Pristina,4
PEST,06,Gödöllő,Róma,8
PEST,06,Gödöllő,San Francisco,2
PEST,06,Gödöllő,Sanghaj,1
PEST,06,Gödöllő,Sao Paulo,1
PEST,06,Gödöllő,Stockholm,15
PEST,06,Gödöllő,Strasbourg,7
PEST,06,Gödöllő,Stuttgart,38
PEST,06,Gödöllő,Sydney,2
PEST,06,Gödöllő,Szabadka,12
PEST,06,Gödöllő,Szarajevó,3
PEST,06,Gödöllő,Szingapúr,2
PEST,06,Gödöllő,Tallinn,1
PEST,06,Gödöllő,Tbiliszi,1
PEST,06,Gödöllő,Tel-Aviv,2
PEST,06,Gödöllő,Tirana,1
PEST,06,Gödöllő,Tokió,1
PEST,06,Gödöllő,Toronto,4
PEST,06,Gödöllő,Ungvár,4
PEST,06,Gödöllő,Valletta,10
PEST,06,Gödöllő,Vancouver,6
PEST,06,Gödöllő,Varsó,3
PEST,06,Gödöllő,Vientián,1
PEST,06,Gödöllő,Vilnius,1
PEST,06,Gödöllő,Washington,4
PEST,06,Gödöllő,Wellington,2
PEST,07,Vecsés,Abu Dhabi,1
PEST,07,Vecsés,Abuja,1
PEST,07,Vecsés,Ankara,1
PEST,07,Vecsés,Athén,2
PEST,07,Vecsés,Baku,2
PEST,07,Vecsés,Bangkok,1
PEST,07,Vecsés,Barcelona,8
PEST,07,Vecsés,Bécs,21
PEST,07,Vecsés,Belgrád,3
PEST,07,Vecsés,Beregszász,12
PEST,07,Vecsés,Berlin,17
PEST,07,Vecsés,Bern,24
PEST,07,Vecsés,Brüsszel,23
PEST,07,Vecsés,Bukarest,2
PEST,07,Vecsés,Canberra,2
PEST,07,Vecsés,Chicago,5
PEST,07,Vecsés,Csíkszereda,66
PEST,07,Vecsés,Doha,3
PEST,07,Vecsés,Dublin,23
PEST,07,Vecsés,Düsseldorf,16
PEST,07,Vecsés,Edinburgh,7
PEST,07,Vecsés,Erbil,2
PEST,07,Vecsés,Gdansk,1
PEST,07,Vecsés,Genf,7
PEST,07,Vecsés,Hága,42
PEST,07,Vecsés,Havanna,3
PEST,07,Vecsés,Helsinki,5
PEST,07,Vecsés,Houston,1
PEST,07,Vecsés,Innsbruck,4
PEST,07,Vecsés,Isztambul,4
PEST,07,Vecsés,Kolozsvár,20
PEST,07,Vecsés,Koppenhága,13
PEST,07,Vecsés,Krakkó,2
PEST,07,Vecsés,Kuvait,1
PEST,07,Vecsés,Lendva,2
PEST,07,Vecsés,Lisszabon,4
PEST,07,Vecsés,Ljubljana,1
PEST,07,Vecsés,London,86
PEST,07,Vecsés,Los Angeles,1
PEST,07,Vecsés,Luxembourg,4
PEST,07,Vecsés,Lyon,1
PEST,07,Vecsés,Madrid,5
PEST,07,Vecsés,Malaga,5
PEST,07,Vecsés,Manchester,19
PEST,07,Vecsés,Melbourne,1
PEST,07,Vecsés,Mexikóváros,1
PEST,07,Vecsés,Miami,3
PEST,07,Vecsés,Milánó,6
PEST,07,Vecsés,Montreal,3
PEST,07,Vecsés,Moszkva,2
PEST,07,Vecsés,München,35
PEST,07,Vecsés,New York,6
PEST,07,Vecsés,Nicosia,2
PEST,07,Vecsés,Nürnberg,14
PEST,07,Vecsés,Oslo,11
PEST,07,Vecsés,Panamaváros,1
PEST,07,Vecsés,Párizs,16
PEST,07,Vecsés,Peking,2
PEST,07,Vecsés,Prága,8
PEST,07,Vecsés,Pristina,1
PEST,07,Vecsés,Róma,4
PEST,07,Vecsés,San Francisco,5
PEST,07,Vecsés,Sanghaj,1
PEST,07,Vecsés,Stockholm,15
PEST,07,Vecsés,Strasbourg,3
PEST,07,Vecsés,Stuttgart,49
PEST,07,Vecsés,Sydney,1
PEST,07,Vecsés,Szabadka,6
PEST,07,Vecsés,Szarajevó,1
PEST,07,Vecsés,Szingapúr,3
PEST,07,Vecsés,Szófia,1
PEST,07,Vecsés,Szöul,1
PEST,07,Vecsés,Tallinn,2
PEST,07,Vecsés,Tbiliszi,1
PEST,07,Vecsés,Teherán,1
PEST,07,Vecsés,Tel-Aviv,3
PEST,07,Vecsés,Tokió,2
PEST,07,Vecsés,Toronto,3
PEST,07,Vecsés,Újdelhi,1
PEST,07,Vecsés,Ungvár,5
PEST,07,Vecsés,Valletta,6
PEST,07,Vecsés,Vancouver,3
PEST,07,Vecsés,Varsó,1
PEST,07,Vecsés,Washington,5
PEST,07,Vecsés,Wellington,2
PEST,07,Vecsés,Zágráb,3
PEST,08,Szigetszentmiklós,Abu Dhabi,2
PEST,08,Szigetszentmiklós,Accra,2
PEST,08,Szigetszentmiklós,Almati,1
PEST,08,Szigetszentmiklós,Athén,6
PEST,08,Szigetszentmiklós,Bangkok,3
PEST,08,Szigetszentmiklós,Barcelona,12
PEST,08,Szigetszentmiklós,Bécs,20
PEST,08,Szigetszentmiklós,Belgrád,3
PEST,08,Szigetszentmiklós,Beregszász,9
PEST,08,Szigetszentmiklós,Berlin,20
PEST,08,Szigetszentmiklós,Bern,30
PEST,08,Szigetszentmiklós,Brüsszel,12
PEST,08,Szigetszentmiklós,Bukarest,1
PEST,08,Szigetszentmiklós,Chicago,6
PEST,08,Szigetszentmiklós,Csíkszereda,47
PEST,08,Szigetszentmiklós,Doha,1
PEST,08,Szigetszentmiklós,Dublin,12
PEST,08,Szigetszentmiklós,Düsseldorf,20
PEST,08,Szigetszentmiklós,Edinburgh,25
PEST,08,Szigetszentmiklós,Genf,6
PEST,08,Szigetszentmiklós,Hága,40
PEST,08,Szigetszentmiklós,Helsinki,5
PEST,08,Szigetszentmiklós,Hongkong,1
PEST,08,Szigetszentmiklós,Houston,2
PEST,08,Szigetszentmiklós,Innsbruck,7
PEST,08,Szigetszentmiklós,Isztambul,2
PEST,08,Szigetszentmiklós,Kolozsvár,16
PEST,08,Szigetszentmiklós,Koppenhága,23
PEST,08,Szigetszentmiklós,Krakkó,3
PEST,08,Szigetszentmiklós,Kuvait,1
PEST,08,Szigetszentmiklós,Lisszabon,6
PEST,08,Szigetszentmiklós,London,76
PEST,08,Szigetszentmiklós,Los Angeles,7
PEST,08,Szigetszentmiklós,Luxembourg,5
PEST,08,Szigetszentmiklós,Lyon,2
PEST,08,Szigetszentmiklós,Madrid,15
PEST,08,Szigetszentmiklós,Malaga,8
PEST,08,Szigetszentmiklós,Manchester,27
PEST,08,Szigetszentmiklós,Maszkat,1
PEST,08,Szigetszentmiklós,Melbourne,1
PEST,08,Szigetszentmiklós,Miami,3
PEST,08,Szigetszentmiklós,Milánó,4
PEST,08,Szigetszentmiklós,Minszk,2
PEST,08,Szigetszentmiklós,München,48
PEST,08,Szigetszentmiklós,New York,12
PEST,08,Szigetszentmiklós,Nicosia,1
PEST,08,Szigetszentmiklós,Nürnberg,8
PEST,08,Szigetszentmiklós,Oslo,5
PEST,08,Szigetszentmiklós,Párizs,7
PEST,08,Szigetszentmiklós,Podgorica,2
PEST,08,Szigetszentmiklós,Prága,1
PEST,08,Szigetszentmiklós,Pristina,2
PEST,08,Szigetszentmiklós,Róma,4
PEST,08,Szigetszentmiklós,San Francisco,3
PEST,08,Szigetszentmiklós,Stockholm,12
PEST,08,Szigetszentmiklós,Strasbourg,3
PEST,08,Szigetszentmiklós,Stuttgart,40
PEST,08,Szigetszentmiklós,Szabadka,5
PEST,08,Szigetszentmiklós,Szarajevó,1
PEST,08,Szigetszentmiklós,Szingapúr,2
PEST,08,Szigetszentmiklós,Szófia,2
PEST,08,Szigetszentmiklós,Szöul,1
PEST,08,Szigetszentmiklós,Tallinn,2
PEST,08,Szigetszentmiklós,Tbiliszi,1
PEST,08,Szigetszentmiklós,Tel-Aviv,2
PEST,08,Szigetszentmiklós,Tirana,2
PEST,08,Szigetszentmiklós,Tokió,1
PEST,08,Szigetszentmiklós,Toronto,3
PEST,08,Szigetszentmiklós,Tunisz,1
PEST,08,Szigetszentmiklós,Ungvár,2
PEST,08,Szigetszentmiklós,Valletta,4
PEST,08,Szigetszentmiklós,Vancouver,1
PEST,08,Szigetszentmiklós,Varsó,2
PEST,08,Szigetszentmiklós,Vientián,1
PEST,08,Szigetszentmiklós,Zágráb,2
PEST,09,Nagykáta,Athén,2
PEST,09,Nagykáta,Barcelona,2
PEST,09,Nagykáta,Bécs,10
PEST,09,Nagykáta,Belgrád,2
PEST,09,Nagykáta,Beregszász,4
PEST,09,Nagykáta,Berlin,12
PEST,09,Nagykáta,Bern,9
PEST,09,Nagykáta,Bogota,1
PEST,09,Nagykáta,Brüsszel,4
PEST,09,Nagykáta,Csíkszereda,20
PEST,09,Nagykáta,Dublin,10
PEST,09,Nagykáta,Düsseldorf,9
PEST,09,Nagykáta,Edinburgh,3
PEST,09,Nagykáta,Genf,3
PEST,09,Nagykáta,Hága,12
PEST,09,Nagykáta,Helsinki,3
PEST,09,Nagykáta,Innsbruck,3
PEST,09,Nagykáta,Kolozsvár,3
PEST,09,Nagykáta,Koppenhága,3
PEST,09,Nagykáta,Krakkó,2
PEST,09,Nagykáta,Lisszabon,3
PEST,09,Nagykáta,London,53
PEST,09,Nagykáta,Luxembourg,4
PEST,09,Nagykáta,Madrid,2
PEST,09,Nagykáta,Malaga,2
PEST,09,Nagykáta,Manchester,12
PEST,09,Nagykáta,Melbourne,2
PEST,09,Nagykáta,Miami,2
PEST,09,Nagykáta,Milánó,2
PEST,09,Nagykáta,Moszkva,1
PEST,09,Nagykáta,München,26
PEST,09,Nagykáta,Nairobi,1
PEST,09,Nagykáta,New York,8
PEST,09,Nagykáta,Nicosia,2
PEST,09,Nagykáta,Nürnberg,12
PEST,09,Nagykáta,Párizs,3
PEST,09,Nagykáta,Prága,3
PEST,09,Nagykáta,Róma,4
PEST,09,Nagykáta,San Francisco,1
PEST,09,Nagykáta,Sao Paulo,1
PEST,09,Nagykáta,Stockholm,1
PEST,09,Nagykáta,Stuttgart,7
PEST,09,Nagykáta,Szarajevó,1
PEST,09,Nagykáta,Tallinn,2
PEST,09,Nagykáta,Teherán,2
PEST,09,Nagykáta,Tel-Aviv,3
PEST,09,Nagykáta,Tokió,1
PEST,09,Nagykáta,Toronto,2
PEST,09,Nagykáta,Ungvár,1
PEST,09,Nagykáta,Valletta,2
PEST,09,Nagykáta,Varsó,1
PEST,10,Monor,Abu Dhabi,1
PEST,10,Monor,Amman,2
PEST,10,Monor,Athén,2
PEST,10,Monor,Baku,1
PEST,10,Monor,Barcelona,6
PEST,10,Monor,Bécs,8
PEST,10,Monor,Beregszász,11
PEST,10,Monor,Berlin,7
PEST,10,Monor,Bern,17
PEST,10,Monor,Brüsszel,10
PEST,10,Monor,Chicago,1
PEST,10,Monor,Chisinau,1
PEST,10,Monor,Csíkszereda,35
PEST,10,Monor,Dublin,7
PEST,10,Monor,Düsseldorf,18
PEST,10,Monor,Edinburgh,11
PEST,10,Monor,Erbil,1
PEST,10,Monor,Genf,2
PEST,10,Monor,Hága,11
PEST,10,Monor,Helsinki,4
PEST,10,Monor,Innsbruck,2
PEST,10,Monor,Isztambul,4
PEST,10,Monor,Jekatyerinburg,2
PEST,10,Monor,Kolozsvár,21
PEST,10,Monor,Koppenhága,8
PEST,10,Monor,Krakkó,2
PEST,10,Monor,Lendva,1
PEST,10,Monor,Lisszabon,4
PEST,10,Monor,London,47
PEST,10,Monor,Los Angeles,3
PEST,10,Monor,Luxembourg,7
PEST,10,Monor,Madrid,5
PEST,10,Monor,Malaga,3
PEST,10,Monor,Manchester,21
PEST,10,Monor,Mumbai,1
PEST,10,Monor,München,24
PEST,10,Monor,New York,3
PEST,10,Monor,Nicosia,1
PEST,10,Monor,Nürnberg,2
PEST,10,Monor,Oslo,2
PEST,10,Monor,Párizs,7
PEST,10,Monor,Pozsony,3
PEST,10,Monor,Prága,5
PEST,10,Monor,Riga,2
PEST,10,Monor,Róma,1
PEST,10,Monor,San Francisco,2
PEST,10,Monor,Sao Paulo,1
PEST,10,Monor,Stockholm,3
PEST,10,Monor,Strasbourg,2
PEST,10,Monor,Stuttgart,31
PEST,10,Monor,Szabadka,9
PEST,10,Monor,Szkopje,1
PEST,10,Monor,Tbiliszi,1
PEST,10,Monor,Tel-Aviv,2
PEST,10,Monor,Tokió,2
PEST,10,Monor,Ulánbátor,2
PEST,10,Monor,Valletta,2
PEST,10,Monor,Vancouver,1
PEST,10,Monor,Vilnius,2
PEST,10,Monor,Washington,1
PEST,11,Dabas,Abu Dhabi,3
PEST,11,Dabas,Athén,1
PEST,11,Dabas,Bangkok,3
PEST,11,Dabas,Barcelona,9
PEST,11,Dabas,Bécs,9
PEST,11,Dabas,Bejrút,1
PEST,11,Dabas,Beregszász,4
PEST,11,Dabas,Berlin,13
PEST,11,Dabas,Bern,23
PEST,11,Dabas,Besztercebánya,1
PEST,11,Dabas,Brüsszel,16
PEST,11,Dabas,Csíkszereda,45
PEST,11,Dabas,Dublin,19
PEST,11,Dabas,Düsseldorf,20
PEST,11,Dabas,Edinburgh,7
PEST,11,Dabas,Genf,4
PEST,11,Dabas,Hága,23
PEST,11,Dabas,Helsinki,3
PEST,11,Dabas,Houston,2
PEST,11,Dabas,Innsbruck,2
PEST,11,Dabas,Isztambul,8
PEST,11,Dabas,Kolozsvár,6
PEST,11,Dabas,Koppenhága,14
PEST,11,Dabas,Krakkó,4
PEST,11,Dabas,Kuangcsou,1
PEST,11,Dabas,Lendva,1
PEST,11,Dabas,Lisszabon,2
PEST,11,Dabas,Ljubljana,1
PEST,11,Dabas,London,42
PEST,11,Dabas,Los Angeles,1
PEST,11,Dabas,Luxembourg,11
PEST,11,Dabas,Lyon,3
PEST,11,Dabas,Madrid,3
PEST,11,Dabas,Malaga,5
PEST,11,Dabas,Manchester,13
PEST,11,Dabas,Melbourne,3
PEST,11,Dabas,Mexikóváros,1
PEST,11,Dabas,Miami,3
PEST,11,Dabas,Milánó,1
PEST,11,Dabas,München,33
PEST,11,Dabas,New York,5
PEST,11,Dabas,Nicosia,2
PEST,11,Dabas,Nürnberg,19
PEST,11,Dabas,Oslo,3
PEST,11,Dabas,Párizs,9
PEST,11,Dabas,Pozsony,1
PEST,11,Dabas,Prága,2
PEST,11,Dabas,Pristina,1
PEST,11,Dabas,Rijád,1
PEST,11,Dabas,Róma,6
PEST,11,Dabas,San Francisco,7
PEST,11,Dabas,Stockholm,11
PEST,11,Dabas,Strasbourg,2
PEST,11,Dabas,Stuttgart,39
PEST,11,Dabas,Sydney,4
PEST,11,Dabas,Szabadka,4
PEST,11,Dabas,Szarajevó,1
PEST,11,Dabas,Szingapúr,1
PEST,11,Dabas,Tallinn,1
PEST,11,Dabas,Tel-Aviv,2
PEST,11,Dabas,Tokió,3
PEST,11,Dabas,Toronto,6
PEST,11,Dabas,Ungvár,4
PEST,11,Dabas,Valletta,8
PEST,11,Dabas,Vancouver,1
PEST,11,Dabas,Washington,2
PEST,11,Dabas,Wroclaw,1
PEST,11,Dabas,Zágráb,1
PEST,12,Cegléd,Abu Dhabi,3
PEST,12,Cegléd,Barcelona,4
PEST,12,Cegléd,Bécs,8
PEST,12,Cegléd,Beregszász,2
PEST,12,Cegléd,Berlin,13
PEST,12,Cegléd,Bern,8
PEST,12,Cegléd,Brüsszel,12
PEST,12,Cegléd,Chicago,1
PEST,12,Cegléd,Csíkszereda,16
PEST,12,Cegléd,Dublin,6
PEST,12,Cegléd,Düsseldorf,13
PEST,12,Cegléd,Edinburgh,10
PEST,12,Cegléd,Erbil,11
PEST,12,Cegléd,Genf,5
PEST,12,Cegléd,Hága,9
PEST,12,Cegléd,Helsinki,4
PEST,12,Cegléd,Innsbruck,4
PEST,12,Cegléd,Kassa,1
PEST,12,Cegléd,Kolozsvár,6
PEST,12,Cegléd,Koppenhága,16
PEST,12,Cegléd,Krakkó,1
PEST,12,Cegléd,Kuangcsou,1
PEST,12,Cegléd,Lisszabon,1
PEST,12,Cegléd,London,45
PEST,12,Cegléd,Luxembourg,2
PEST,12,Cegléd,Lviv,1
PEST,12,Cegléd,Lyon,1
PEST,12,Cegléd,Madrid,2
PEST,12,Cegléd,Malaga,2
PEST,12,Cegléd,Manchester,4
PEST,12,Cegléd,Milánó,2
PEST,12,Cegléd,Mumbai,2
PEST,12,Cegléd,München,32
PEST,12,Cegléd,New York,2
PEST,12,Cegléd,Nicosia,2
PEST,12,Cegléd,Nürnberg,3
PEST,12,Cegléd,Oslo,1
PEST,12,Cegléd,Párizs,4
PEST,12,Cegléd,Podgorica,1
PEST,12,Cegléd,Prága,3
PEST,12,Cegléd,Pristina,4
PEST,12,Cegléd,Róma,3
PEST,12,Cegléd,Stockholm,5
PEST,12,Cegléd,Strasbourg,2
PEST,12,Cegléd,Stuttgart,17
PEST,12,Cegléd,Sydney,1
PEST,12,Cegléd,Szabadka,6
PEST,12,Cegléd,Szarajevó,2
PEST,12,Cegléd,Szingapúr,1
PEST,12,Cegléd,Szófia,1
PEST,12,Cegléd,Tallinn,1
PEST,12,Cegléd,Teherán,1
PEST,12,Cegléd,Tel-Aviv,1
PEST,12,Cegléd,Toronto,2
PEST,12,Cegléd,Valletta,3
PEST,12,Cegléd,Varsó,1
PEST,12,Cegléd,Washington,1
PEST,12,Cegléd,Zágráb,1
SOMOGY,01,Kaposvár,Abu Dhabi,2
SOMOGY,01,Kaposvár,Bangkok,1
SOMOGY,01,Kaposvár,Barcelona,10
SOMOGY,01,Kaposvár,Bécs,13
SOMOGY,01,Kaposvár,Berlin,16
SOMOGY,01,Kaposvár,Bern,17
SOMOGY,01,Kaposvár,Brüsszel,16
SOMOGY,01,Kaposvár,Buenos Aires,1
SOMOGY,01,Kaposvár,Bukarest,1
SOMOGY,01,Kaposvár,Chicago,1
SOMOGY,01,Kaposvár,Csíkszereda,7
SOMOGY,01,Kaposvár,Dublin,10
SOMOGY,01,Kaposvár,Düsseldorf,17
SOMOGY,01,Kaposvár,Edinburgh,6
SOMOGY,01,Kaposvár,Genf,2
SOMOGY,01,Kaposvár,Hága,19
SOMOGY,01,Kaposvár,Helsinki,4
SOMOGY,01,Kaposvár,Innsbruck,10
SOMOGY,01,Kaposvár,Isztambul,4
SOMOGY,01,Kaposvár,Kairó,1
SOMOGY,01,Kaposvár,Kolozsvár,2
SOMOGY,01,Kaposvár,Koppenhága,9
SOMOGY,01,Kaposvár,Krakkó,3
SOMOGY,01,Kaposvár,Lisszabon,3
SOMOGY,01,Kaposvár,London,76
SOMOGY,01,Kaposvár,Los Angeles,1
SOMOGY,01,Kaposvár,Lyon,1
SOMOGY,01,Kaposvár,Madrid,5
SOMOGY,01,Kaposvár,Malaga,6
SOMOGY,01,Kaposvár,Manchester,14
SOMOGY,01,Kaposvár,Mexikóváros,1
SOMOGY,01,Kaposvár,Miami,4
SOMOGY,01,Kaposvár,Milánó,1
SOMOGY,01,Kaposvár,München,33
SOMOGY,01,Kaposvár,New York,5
SOMOGY,01,Kaposvár,Nürnberg,17
SOMOGY,01,Kaposvár,Oslo,4
SOMOGY,01,Kaposvár,Párizs,2
SOMOGY,01,Kaposvár,Prága,3
SOMOGY,01,Kaposvár,Pristina,5
SOMOGY,01,Kaposvár,Róma,5
SOMOGY,01,Kaposvár,Stockholm,6
SOMOGY,01,Kaposvár,Strasbourg,1
SOMOGY,01,Kaposvár,Stuttgart,29
SOMOGY,01,Kaposvár,Sydney,1
SOMOGY,01,Kaposvár,Szabadka,3
SOMOGY,01,Kaposvár,Szarajevó,8
SOMOGY,01,Kaposvár,Szófia,1
SOMOGY,01,Kaposvár,Szöul,1
SOMOGY,01,Kaposvár,Tokió,2
SOMOGY,01,Kaposvár,Toronto,1
SOMOGY,01,Kaposvár,Valletta,3
SOMOGY,01,Kaposvár,Vancouver,1
SOMOGY,01,Kaposvár,Varsó,5
SOMOGY,01,Kaposvár,Washington,2
SOMOGY,01,Kaposvár,Wellington,1
SOMOGY,02,Barcs,Abu Dhabi,1
SOMOGY,02,Barcs,Amman,1
SOMOGY,02,Barcs,Athén,2
SOMOGY,02,Barcs,Barcelona,5
SOMOGY,02,Barcs,Bécs,9
SOMOGY,02,Barcs,Belgrád,1
SOMOGY,02,Barcs,Berlin,6
SOMOGY,02,Barcs,Bern,6
SOMOGY,02,Barcs,Brüsszel,5
SOMOGY,02,Barcs,Chicago,1
SOMOGY,02,Barcs,Csíkszereda,8
SOMOGY,02,Barcs,Dublin,6
SOMOGY,02,Barcs,Düsseldorf,7
